O Tratado de limites Brasil-Peru (vol. 127);03.15.01.0120-4;;;
;03.14.12.0021-1;;;
;03.15.01.0032-1;;;
Obras de Arte do Senado Federal: catálogo do acervo (Conselho Editorial);03.15.01.0288-0;;;
Observações sobre a Franqueza da Indústria e Estabelecimento de Fábricas no Brasil (Coleção Biblioteca Básica Brasileira);03.15.01.0269-3;;;
Oito Anos de Parlamento (Coleção Biblioteca Básica Brasileira);03.15.01.0270-7;;;
Origens da legislação trabalhista brasileira (vol. 216) - 9788570186706;03.15.01.0202-2;;;
Os caminhos de Garibaldi na América (vol. 112);03.15.01.0105-0;;;
Os deputados brasileiros nas Cortes Gerais de 1821 (vol. 12);03.15.01.0011-9;;;
Os Inconfidentes José de Resende Costa (Pai e Filho) e o Arraial da Laje;03.14.11.0014-4;;;
;03.15.01.0073-9;;;
Os meus balões (vol. 198) - 9788570185419;03.15.01.0189-1;;;
;03.15.01.0027-5;;;
Os Papagaios Amarelos (vol. 102);03.15.01.0095-0;;;
Paisagens brasileiras (vol. 89);03.15.01.0082-8;;;
Pantanal Pioneiros: álbum gráfico e genealógico de pioneiros na ocupação do Pantanal (vol. 95);03.15.01.0088-7;;;
;03.15.01.0239-1;;;
;03.15.01.0240-5;;;
;03.15.01.0241-3;;;
;03.15.01.0242-1;;;
;03.15.01.0243-0;;;
;03.15.01.0244-8;;;
Parlasul: o espaço político da integração (vol. 218) - 9788570186935;03.15.01.0204-9;;;
Paróquias potiguares: uma história (vol. 217) - 9788570186669;03.15.01.0203-0;;;
;03.14.12.0018-1;;;
Patrimônio Cultural - 9788570185594;03.14.04.0012-8;;;
;03.14.12.0011-4;;;
;03.14.03.0004-2;;;
Pluto Brasiliensis (vol. 140) - 9788570183118;03.15.01.0133-6;;;
Populações meridionais do Brasil (vol.27);03.15.01.0022-4;;;
Por um Tribunal de Justiça para a Unasul -9788570185587;03.14.11.0016-0;;;
;03.15.01.0280-4;;;
Presidencialismo no Brasil: história, organização e funcionamento - 9788570186744;03.14.11.0017-9;;;
Presidencialismo ou Parlamentarismo? (Coleção Biblioteca Básica Brasileira);03.15.01.0268-5;;;
Primeira Infância: ideias e intervenções oportunas - 9788570184603;03.14.11.0024-1;;;
Produção normativa em saúde: políticas setoriais e regulação - 9788570184450;03.14.11.0065-9;;;
Proposta de Sistema Tributário - 9788570182593;03.14.11.0018-7;;;
Quadro comparativo do Código de Processo Civil - 2ª edição - 9788570187284;03.14.12.0012-2;;;
Quando Mudam as Capitais (Coleção Biblioteca Básica Brasileira);03.15.01.0238-3;;;
Questões de limites: Guiana Francesa (vol. 97);03.15.01.0090-9;;;
;03.15.01.0237-5;;;
Raízes da Intolerância: inquisição e sodomitas em Pernambuco (vol. 227) - 9788570187437;03.15.01.0211-1;;;
Rã-txa hu-ni-ku-i: gramática, textos e vocabulário caxinauás (vol. 200) - 9788570185426;03.15.01.0191-3;;;
Recordações da campanha do Paraguai (vol. 72);03.15.01.0065-8;;;
;03.15.01.0092-5;;;
Regimento Comum do Congresso Nacional - 2015;03.14.12.0016-5;;;
Regimento Interno do Senado Federal - Vols. I e II - 2016;03.14.02.0009-9;;;
Relatório Cruls: Relatório da Comissão Exploradora do Planalto Central do Brasil (vol. 22);03.15.01.0017-8;;;
Releitura: Compilação de textos para discussão – Nº 1 - 9772179315001;03.14.11.0039-0;;;
Releitura: Compilação de textos para discussão – Nº 2 - 9772179315001;03.14.11.0040-3;;;
Releitura: Compilação de textos para discussão – Nº 3 - 9772179315001;03.14.11.0041-1;;;
Releitura: Compilação de textos para discussão – Nº 4 - 9772179315001;03.14.11.0036-5;;;
Releitura: Compilação de textos para discussão – Nº 5 - 9772179315001;03.14.11.0037-3;;;
;03.14.11.0038-1;;;
Reminiscências da Guerra do Paraguai (vol. 152) - 9788570183460;03.15.01.0145-0;;;
;03.15.01.0098-4;;;
Reminiscências de viagens e permanências no Brasil: províncias do Norte (vol. 103);03.15.01.0096-8;;;
Resgate da reforma política: diversidade e pluralismo no legislativo - 9788570185730;03.14.11.0019-5;;;
Revista Americana: uma iniciativa pioneira de cooperação intelectual (1909-1919) (Coleção Brasil 500 anos);03.15.01.0284-7;;;
Revista de Informação Legislativa - Assinatura 2017;;;;
Revista de Informação Legislativa - RIL - Nº 181;;;;
Revista de Informação Legislativa - RIL - Nº 182;;;;
Revista de Informação Legislativa - RIL - Nº 183;;;;
Revista de Informação Legislativa - RIL - Nº 184;03.14.13.0013-5;;;
Revista de Informação Legislativa - RIL - Nº 185;;;;
Revista de Informação Legislativa - RIL - Nº 186;;;;
Revista de Informação Legislativa - RIL - Nº 187;;;;
Revista de Informação Legislativa - RIL - Nº 188;;;;
Revista de Informação Legislativa - RIL - Nº 189;;;;
Revista de Informação Legislativa - RIL - Nº 190;;;;
Revista de Informação Legislativa - RIL - Nº 191;;;;
Revista de Informação Legislativa - RIL - Nº 192;;;;
Revista de Informação Legislativa - RIL - Nº 193 - 9770034835008;;;;
Revista de Informação Legislativa - RIL - Nº 194;;;;
Revista de Informação Legislativa - RIL - Nº 195 - 9770034835008;;;;
Revista de Informação Legislativa - RIL - Nº 196 - 9770034835008;;;;
Revista de Informação Legislativa - RIL - Nº 197 - 9770034835008;;;;
Revista de Informação Legislativa - RIL - Nº 198 - 9770034835008;;;;
Revista de Informação Legislativa - RIL - Nº 199 - 9770034835008;;;;
Revista de Informação Legislativa - RIL - Nº 200 - 2013 - 9770034835008;03.14.13.0008-9;;;
Revista de Informação Legislativa - RIL - Nº 200 - 2013 - 9770034835008;;;;
Revista de Informação Legislativa - Ril - Nº 201;;;;
Revista de Informação Legislativa - RIL - Nº 202 - 2014 - 9770034835008;;;;
Revista de Informação Legislativa - RIL - Nº 203 - 2014 - 9770034835008;;;;
Revista de Informação Legislativa - RIL - Nº 204 - 2014 - 9770034835008;;;;
Revista de Informação Legislativa - RIL - Nº 204 - 2014 - 9770034835008;;;;
Revista de Informação Legislativa - RIL - Nº 205 - 2015 - 9770034835008;;;;
Revista de Informação Legislativa - RIL - Nº 206 - 2015 - 9770034835008;;;;
Revista de Informação Legislativa - RIL - Nº 206 - 2015 - 9770034835008;;;;
Revista de Informação Legislativa - RIL - Nº 207 - 2015 - 9770034835008;03.14.13.0009-7;;;
Revista de Informação Legislativa - RIL - Nº 208 - 2015 - 9770034835008;03.14.13.0010-0;;;
Revista de Informação Legislativa - RIL - Nº 209 - 2016 - 9770034835008;03.14.13.0001-1;;;
Revista de Informação Legislativa - RIL - Nº 211 - 2016 - 9770034835008;03.14.13.0002-0;;;
Revista de Informação Legislativa - RIL - Nº 212 - 2016 -;03.14.13.0003-8;;;
Revista de Informação Legislativa - RIL - Nº 212 - 2016 - 9770034835008;03.14.13.0004-6;;;
Revista de Informação Legislativa - RIL - Nº 213 - 2017 - 9770034835008;03.14.13.0005-4;;;
Revista de Informação Legislativa - RIL - Nº 214 - 2017 - 9770034835008;03.14.13.0006-2;;;
Revista de Informação Legislativa - RIL - Nº 215 - 2017 - 9770034835008;03.14.13.0007-0;;;
Rio São Francisco das Alagoas: histórias, lendas, terra e gente (vol. 162) - 9788570183859;03.15.01.0155-7;;;
Rodrigues Alves: apogeu e declínio do presidencialismo – Volumes 1 e 2 (Coleção Biblioteca Básica Brasileira);03.15.01.0266-9;;;
Salão de Humor da Anistia;;;;
São Gonçalo da Regeneração: marchas e contramarchas de um comunidade sertaneja: da aldeira indígena aos tempos atuais (VI vol. – Coleção Centenário) - 9788564231122;;;;
Segredos e revelações da história do Brasil Tomo I, II, III e IV (vol. 174) - 9788570184498;03.15.01.0167-0;;;
;03.15.01.0289-8;;;
Segunda Viagem a São Paulo e Quadro Histórico da Província de São Paulo (vol. 198) - 9788570184887;03.15.01.0182-4;;;
Segurança Pública Normas e Regulamentos - 2012 - 9788570184696;03.14.12.0013-0;;;
;03.14.02.0004-8;;;
Sistemas Políticos e o Modelo Brasileiro (Edições Unilegis de Ciência Política) - 9788570184580;03.14.07.0001-6;;;
Sua Majestade O Presidente do Brasil (Coleção O Brasil Visto por Estrangeiros);03.15.01.0226-0;;;
Temas e agendas para o desenvolvimento sustentável - 9788570184641;03.14.11.0057-8;;;
Testamento político (vol. 169) - 9788570184139;03.15.01.0162-0;;;
The Federal Senate: questions and answers - 9788570185082;03.14.10.0002-6;;;
;03.14.03.0005-0;;;
;03.15.01.0093-3;;;
Três ensaios de história colonial (vol. 86);03.15.01.0079-8;;;
Turismo - 9788570186461;03.14.04.0013-6;;;
Um diplomata na corte de Inglaterra: o Barão do Penedo e sua época (vol. 74) - 9788570184375;03.15.01.0067-4;;;
Um paraíso perdido: reunião de ensaios amazônicos (vol. 113);03.15.01.0106-9;;;
Um passeio pela cidade do Rio de Janeiro (vol. 42);03.15.01.0037-2;;;
Uma festa brasileira (vol. 150) - 9788570183811;03.15.01.0143-3;;;
Uma viagem ao Rio Grande do Sul (vol. 219) - 9788570186942;03.15.01.0205-7;;;
Urbanidade do sobrado: um estudo sobre a arquitetura do sobrado de São Luís (vol. 184);03.15.01.0177-8;;;
Viagem a um país de selvagens (vol. 164) - 9788570184191;03.15.01.0157-3;;;
Viagem ao Brasil (1865-1866) (Coleção O Brasil Visto por Estrangeiros);03.15.01.0224-3;;;
Viagem ao Rio da Prata e ao Rio Grande do Sul (vol. 61);03.15.01.0054-2;;;
Viagem fluvial do Tietê ao Amazonas: de 1825 a 1829 (vol. 93);03.15.01.0086-0;;;
Viagem pelo rio Amazonas: cartas do “mundus alter” (vol. 151) - 9788570183446;03.15.01.0144-1;;;
Viagem pitoresca pelos rios Paraná, Paraguai, São Lourenço, Cuiabá e o Arinos (vol. 101);03.15.01.0094-1;;;
;03.15.01.0236-7;;;
Viajando com Langsdorff - Edição Especial (vol. 195) - 9788570185099;03.15.01.0186-7;;;
Vida: uma poesia ao cerrado;03.14.11.0020-9;;;
Vocabulário da Política (Edições Unilegis de Ciência Política) - 9788570183224;03.14.11.0043-8;;;
Vultos e retratos (vol. 117);03.15.01.0110-7;;;
Wawekrurê – Distintos Olhares (vol. 213) - 9788570186454;03.15.01.0231-6;;;
;;;;
